,AT1_1,AT1_2,AT1_3,AT2_1,AT2_2,AT2_3,Ciliated_1,Ciliated_2,Ciliated_3,Club_1,Club_2,Club_3,EC.aerocyte_1,EC.aerocyte_2,EC.aerocyte_3,EC.gCap_1,EC.gCap_2,EC.gCap_3,EC.vascular_1,EC.vascular_2,EC.vascular_3,EC.lymphatic_1,EC.lymphatic_2,EC.lymphatic_3,Pericyte_1,Pericyte_2,Pericyte_3,Fib.WNT2.Palpha_1,Fib.WNT2.Palpha_2,Fib.WNT2.Palpha_3,MANC_1,MANC_2,MANC_3,SMC_1,SMC_2,SMC_3,Mesothelial_1,Mesothelial_2,Mesothelial_3,T_1,T_2,T_3,B_1,B_2,B_3,NK_1,NK_2,NK_3,CD103..cDC1_1,CD103..cDC1_2,CD103..cDC1_3,CD11b..cDC2_1,CD11b..cDC2_2,CD11b..cDC2_3,Neutrophil_1,Neutrophil_2,Neutrophil_3,Monocyte_1,Monocyte_2,Monocyte_3,aM_1,aM_2,aM_3,iM_1,iM_2,iM_3
Ikzf2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97.68254255,116.3455318,108.0567563,0,0,0,0,0,143.740489,0,148.2812648,0,0,0,0,0,0,0,0,0,0,68.97244375,0,186.4974321,0,0,0
Ikzf3,0,0,0,0,0,0,58.62913872,22.57580443,47.21615211,0,0,0,33.77133859,0,0,0,0,0,0,0,0,0,0,17.6989865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,438.3898474,458.2002309,315.6214332,462.6122123,495.387151,1294.448753,1023.180879,757.8139183,807.3530249,0,0,0,24.8414055,196.2079336,0,76.81768554,0,0,59.2446936,53.57598556,51.76944643,0,0,0,0,30.48084811,26.16317836
Ikzf5,0,0,0,6.970186684,0,139.3027104,165.9920134,130.9396743,165.5583177,207.5418643,0,0,0,0,101.9147109,71.65258292,37.56170147,144.844035,0,0,0,46.09316662,64.16195807,0,0,0,0,68.98797951,107.697946,17.49869129,0,127.7581726,0,0,0,0,78.60687529,97.56490846,0,37.67588244,66.46280213,60.90742635,76.42402069,29.02329915,38.71440983,47.38969892,49.81557268,0,185.693954,69.05584227,75.16913583,0,0,0,57.94588952,0,3.855589384,77.56000049,75.21641767,114.6794848,0,0,566.6607075,0,0,0
Irf1,0,0,0,0,0,0,0,0,0,0,32.41393018,0,0,0,319.3256321,0,244.7771148,0,0,0,32.22769857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.0063915,158.2570904
Irf2,0,108.7944271,0,0,0,294.257875,454.8897292,0,351.6442326,465.4941225,389.5263594,441.4572454,196.3440954,182.3536192,179.023085,320.379293,461.0997512,485.202095,143.5824679,374.1922173,410.3731337,0,72.53553835,96.04020531,31.79412159,0,0,315.012632,324.4728201,0,0,0,250.2279575,0,0,0,169.5595368,96.82955,85.28168668,254.4968158,370.8707079,307.1747614,483.2198507,418.2128566,244.0511237,456.6628686,431.7162163,351.5758221,799.1762348,947.7235015,870.8179122,249.196575,379.2923917,421.0681971,569.4308037,448.0368489,274.500439,973.1673297,642.7326535,908.1674568,295.5151888,463.5820008,297.0148732,319.5339784,241.6373125,337.0187716
Irf3,371.0521509,402.3766779,726.5650296,380.0924254,382.5233679,433.3625462,1084.313332,903.6399126,880.8120083,1291.989407,1239.17042,1087.539431,763.3927986,784.3513006,780.8837627,452.3482083,341.191545,442.9380281,543.1786988,578.7016479,542.1347424,158.3825089,139.9119519,144.1428383,620.6807224,423.5870986,533.5403358,744.0048321,835.5149902,744.9303897,825.4695503,863.4168287,996.3892293,170.0461906,83.4198794,257.7760803,814.5937416,903.6299413,838.26839,540.5231001,437.7956795,443.00277,353.259859,267.2581319,196.4323887,411.0736317,369.3797381,442.8493366,1469.566785,1218.26511,1174.246618,746.3310381,776.055686,764.1484669,483.747774,447.2982941,439.0013033,625.0464521,853.3078561,940.2161225,1259.677634,1775.085053,1619.301519,605.6054412,759.3653301,689.7822147
Irf4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.87611153,142.1469403,58.27254207,1561.22829,0,43.09218628,66.52540115,0,0,0,0,44.78457601,0,55.41682679,97.25314846,50.59088132,236.3108939,158.846863,202.8953088,0,0,0,210.6720812,148.776635,290.1251806,2361.379644,2154.343842,1838.309422,0,0,0,97.73903953,93.15011178,164.9429302,107.1159484,145.6425805,131.613303,577.5239321,763.6286854,676.4543848
Irf5,150.5574567,198.0253416,0,0,0,0,68.07722569,93.8084381,30.70262366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.397920458,190.9938306,123.9612162,119.6809588,46.82388289,204.0829166,52.93404775,169.3565579,187.1133616,215.0577504,0,14.59443536,555.7924184,347.7938425,334.87284,335.3683946,68.41799547,20.92745747,21.03045831,436.7228961,349.8104045,303.9051903,78.07781899,83.51841001,31.15876324,6214.251898,5338.146287,4960.771461,2191.533126,2348.40562,1789.980282,341.7257549,199.261397,183.8314199,2264.425933,2611.439246,2801.811608,777.2178793,1374.357236,1088.573935,1931.299616,2705.703015,2428.484129
Irf6,39.17541188,26.4214154,298.4168213,43.70601767,19.22786798,39.59013426,245.5877718,146.8013517,126.390473,161.5173037,217.5841202,188.0815772,0,0,0,0,0,0,0,6.862557607,7.364458156,6.970236927,0,0,35.38833681,0,0,0,0,0,0,22.44289969,42.58418287,0,0,0,23.50238956,8.371821,38.67490152,24.84093129,29.10714617,0,0,0,0,0,0,0,125.5427593,46.14755106,81.76779381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irf7,0,0,0,0,0,0,0,29.4476216,48.92945578,0,0,0,54.99313721,0,85.70260944,0,28.9425156,0,50.28852841,46.1781105,0,0,0,24.64005519,53.0468048,0,28.89207201,136.5363599,0,146.1533125,422.4630741,65.076665,121.6048724,0,0,0,64.26914308,73.45021688,46.08731108,23.72360311,20.73312635,92.57006927,0,0,21.95559189,23.43743172,68.96431658,31.12406025,108.3691657,67.57839388,65.14835976,0,0,0,128.2450678,71.73407627,116.2790097,506.3660735,706.0596933,588.7724036,0,0,0,47.55043177,37.45914131,23.67273162
Irf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.26385742,0,126.7784843,132.2636134,95.58087162,0,0,30.60542318,0,0,0,0,0,0,53.0507885,0,100.1275117,236.9035042,277.0723081,217.2335401,316.5372694,271.1809449,286.5015197,4948.636787,4257.39378,4458.208672,64.41846343,68.16028615,114.8043504,77.17764544,84.10444119,22.48740833,571.5524113,644.0822988,608.8110295,252.6632173,397.5469621,401.6703537,366.8875675,430.5892979,379.6538401
Irf9,106.4342737,109.5481879,157.838418,97.23355193,57.83825758,0,284.5553851,318.6056615,226.4283965,275.7806515,262.7413262,227.9910966,460.3749955,515.931461,517.2484506,511.3079179,401.7504173,471.5095382,355.4135999,175.5338217,155.842621,130.0838666,108.8698617,131.8080649,162.6805524,221.2987351,200.5102214,361.4421872,340.1233874,353.1065467,249.8987559,209.5708219,208.5612803,0,0,69.24660036,194.7812052,262.2585788,265.9637568,284.4196808,283.5875057,284.4427801,290.2558461,202.0449971,152.7033419,139.3962858,164.2128869,169.9466199,1044.246034,757.9481699,870.6255493,433.0248607,469.6368617,507.3626636,261.1227305,364.0943021,391.8960342,600.7396996,845.3192486,529.7294332,77.75930804,152.7231823,112.5975744,372.9287454,489.5872992,354.7435837
Irx1,0,0,213.7683896,310.8274186,258.3530374,320.4716646,34.78240438,0,0,102.6205634,0,58.00075425,0,0,0,0,0,0,0,0,0,0,0,0,6.673909695,0,0,48.40041146,0,0,0,0,39.89146905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Irx2,0,0,0,35.80092893,0,0,72.15877108,50.00286664,0,126.6456737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jarid2,25.48067982,0,51.74137449,0,0,0,0,305.0212795,0,52.31167177,0,0,23.31150972,0,74.49398874,45.46606642,67.24954984,73.43292236,0,0,0,0,15.14249957,15.3166102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52.49066132,25.19773128,29.59323461,84.57933528,43.55237562,35.33814099,3.454637251,22.67298779,34.12659743,172.0740962,127.378086,172.1519758,124.2347288,130.3277595,100.874434,25.29515416,0,0,200.6972298,250.9154033,267.6250314,44.45108361,105.8822499,29.08961825,76.55953264,100.7247099,92.99976297
Jun,95.67722889,133.4469603,187.5213515,166.5556292,167.9861398,198.4796791,381.1432542,340.1649644,313.139534,300.5299826,246.844672,300.8469715,432.8150881,480.2484229,479.9443028,149.3983207,242.441998,146.297848,391.4613746,175.4523769,293.571643,252.1670359,231.5049814,192.0313131,384.3836951,287.8520473,382.5991149,661.8337515,630.3360339,580.3615477,367.0189267,602.9728432,703.0692054,231.1798166,184.5589412,174.5680206,318.0290283,283.8975293,306.9597402,0,0,0,0,0,0,0,0,0,241.2690009,279.947777,152.8836326,260.3221612,241.8493626,215.0477151,0,43.96685306,0,129.5605742,114.1789839,152.6983177,293.1998836,402.3568101,406.5367601,335.7925666,446.8664712,320.1451389
Junb,112.4599637,154.7033956,81.5780478,325.4449738,262.2637113,246.2173324,349.3595368,300.0358171,359.7346718,320.7044982,342.21118,551.8623473,485.8996548,171.3622947,169.3949714,103.2115343,0,144.0299862,319.0949521,314.6287182,365.4430044,215.7275942,225.9071267,268.9006188,304.4784403,356.2114823,367.5685233,855.9227791,817.6100039,816.1021054,409.0093357,890.1597383,913.5013259,91.40045109,86.18613377,139.0512558,187.6605624,238.8903549,192.3632529,188.8142881,156.2639322,176.0363588,164.6473247,126.9606498,110.8766238,220.5466997,223.8425625,210.9991136,1216.942769,873.3753821,997.1879591,1896.12607,1470.355329,1601.243206,1008.336752,1263.240082,946.6383095,1353.355819,1448.148758,1257.757319,901.549273,1194.215344,1020.636397,1319.171674,1673.301719,1263.860427
Jund,332.9540939,333.5171462,313.4627505,441.0110934,428.0167369,456.2723767,808.5748318,658.1657795,670.6762059,564.4829355,565.4615141,834.3668781,290.2349817,312.7498806,358.083118,280.0118724,117.5217964,193.5016006,326.7943894,141.867741,327.8050886,197.8962885,151.3733719,118.7978266,610.2327234,432.2036928,541.493103,863.7033649,901.1283374,903.0452624,1044.004419,924.8164137,1040.066228,422.5438458,314.6223872,409.1635962,568.6586145,997.5413307,890.1923834,319.9724887,285.6065753,215.6535496,315.5357521,222.9343893,179.491643,307.9984909,346.5921914,349.6500426,966.2094412,1184.30834,1401.256114,876.8292875,874.8573471,827.4439048,235.8190728,329.5347966,273.9318248,229.2525518,294.9216903,87.57122561,408.7193492,358.2022336,479.097417,712.4603605,720.1906019,713.0949691
Khsrp,5136.237785,6393.407966,10577.56075,4313.248197,4397.143002,4263.788036,13645.69995,12966.82449,12873.38369,14024.72531,13837.2385,12676.4857,5923.977019,5987.41037,6317.786339,6348.911002,4713.80684,5751.474634,6629.844501,5887.3138,5766.094547,2152.042794,1999.096347,1761.855399,6298.988687,4976.729402,5556.277169,11553.27872,11828.59149,11080.8351,8899.782803,7891.096108,9214.2372,2886.375322,2291.740934,2426.812914,7621.836865,8766.170377,8714.121118,6184.537454,6292.979827,6434.019291,4462.853371,4412.082749,3815.850304,5894.226465,5469.674898,6002.184884,13622.90795,11412.75196,11337.15029,8452.722897,7902.142498,7556.139725,6018.938979,4494.494505,5413.177179,9522.984237,10565.56767,11920.17548,10593.51297,18343.04621,14101.06007,6005.856106,7007.069601,6731.623672
Klf12,71.53321562,87.46938555,0,67.56021757,0,0,69.81704196,69.79594955,83.4434297,109.4165708,84.59493868,0,146.0114675,271.1283728,322.4141108,129.1603293,65.94825734,112.8534838,84.13429896,87.36802262,37.2058234,123.5164973,101.548539,103.3358114,86.49585071,149.7273866,117.1769607,107.5788058,77.30080009,125.9664364,186.1209768,125.4746282,65.92105679,0,0,56.69291383,241.4988274,151.5253956,130.002317,202.9587577,220.3246951,301.2398914,145.762133,82.74682025,51.89873055,182.8197739,176.2291081,302.0307449,161.9822512,185.6340729,159.4734229,112.8629455,130.2748704,146.7109136,96.11208141,229.694218,0,136.0359031,179.0418856,151.2932792,50.04889941,105.941697,114.6052488,0,70.36298766,72.46026047
Klf13,119.2002412,136.8820772,206.9431568,108.3580721,106.8718263,119.5096431,193.1249443,114.0576863,150.7715999,222.7850944,216.5930471,228.3040146,311.1411485,316.5885195,313.5396429,453.0728857,414.9600128,429.8055238,296.9702497,222.6624389,249.7030659,125.5193379,118.9159659,100.4797961,149.56995,118.554567,187.5185449,224.8345371,226.7924518,142.8368735,201.9707807,178.7275248,195.9109398,80.53913474,40.96142457,38.42168358,205.9761716,230.5239884,166.4655782,511.7733121,574.1533342,586.5896832,306.6433362,244.1291221,162.1402455,403.6311742,349.941323,366.4220028,253.354834,208.7079477,168.5854796,203.6353532,229.4388758,222.9568609,180.9084033,45.2790635,23.67661683,831.1081586,876.2370163,735.2304577,404.1836242,668.003479,654.5001015,193.4086274,245.278577,185.3690593
Klf2,0,0,0,0,0,0,0,0,0,0,0,0,35.69054395,0,0,0,0,0,0,0,0,5.397217855,3.259391267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf3,0,0,175.7488619,106.7740375,0,227.9744121,215.6612755,166.5211854,139.4921116,288.1897234,313.7488791,165.916683,309.1565203,437.2119244,320.0019808,395.9894943,275.6489506,199.7959326,286.4312011,209.686852,430.4475131,96.33196041,103.3641923,78.4031747,221.6834326,150.5069329,116.7295177,175.7792214,164.1202249,229.3804247,362.6217317,202.1364424,211.9116981,0,0,0,122.6388266,294.5862842,235.2973736,280.3619358,346.5164382,344.0342511,276.7332545,159.8871169,103.1387728,263.4089099,249.6762759,213.8544634,226.2421065,194.1226789,171.6345572,246.0987857,0,135.3001796,0,57.98290595,128.748168,179.6666847,325.7781653,201.6470444,102.0371559,460.2715864,366.2397518,149.8841976,253.6748003,265.3973841
Klf4,0,0,359.1469846,0,0,0,308.835175,278.0758154,0,249.1125003,356.5060934,237.3889613,193.1271726,160.5673601,267.9096813,234.7506081,164.4170784,189.1033231,287.5438026,230.4047485,247.6034225,204.2357384,177.7894938,205.7429763,283.7808961,172.1346509,195.4381623,134.3167025,132.3159744,0,462.0978289,312.9442611,398.6857263,0,0,0,558.7298511,377.7341451,360.661335,216.7906261,0,0,0,96.32203735,0,193.9012761,0,148.347375,482.3213391,322.9660321,310.9552644,378.4300727,322.1835157,328.3908372,202.7791881,164.4798172,0,559.0621433,669.7569493,603.2542527,460.7472455,922.1120566,795.3029986,110.3870061,129.1075765,164.9577473
Klf5,0,211.5497554,232.5145561,265.366602,270.6184132,0,331.4092274,262.5631578,347.2194461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84.14298573,0,0,0,0,0,0,0,0,0,283.3279567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf7,0,0,0,0,0,0,0,0,0,0,0,0,21.98822688,29.36583357,15.6628909,48.29698551,32.68835935,35.80895167,19.29610164,22.12673757,2.898627097,28.90331828,117.5264618,12.66088184,196.1956562,0,0,0,23.70987659,0,0,0,0,0,0,0,15.454502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Klf9,0,0,16.87269172,0,0,0,0,0,0,0,0,0,19.21545956,0,0,0,0,0,25.56521174,0,0,20.72411958,54.63272081,0,11.77782245,0,0,0,52.98307479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kmt2c,0,0,117.3607076,0,207.5992652,0,149.5506524,125.2949046,124.245948,176.4613358,104.4121712,161.7847973,59.97559426,84.82601408,88.55927445,58.76961334,21.07854857,103.6746736,33.63841604,224.5856994,0,64.31746563,27.57106305,40.88250543,45.76757262,0,177.9807093,125.4096731,130.5800148,102.4742576,26.00386179,72.14543453,113.6795372,58.14668709,0,306.5368813,92.36223791,117.8999006,152.5945008,134.4959592,92.12955367,164.4555661,82.41516925,87.17125901,18.52130194,160.1079978,110.3632822,116.8907323,235.6307891,172.4112978,180.3373015,93.87644218,50.17253022,62.40658699,74.71546272,36963.84992,61.81500954,119.8027767,135.5925477,113.0512356,91.69145535,229.3029168,141.8292904,82.85144565,63.50820225,79.95048051
L3mbtl3,0,0,86.65157308,0,0,0,201.977056,201.8100635,80.58330371,307.5272346,315.6079717,233.4635425,278.2983034,191.6065341,275.1327762,112.031966,168.094503,201.2375862,168.1396944,130.7990874,168.5481692,105.2632206,90.13664596,72.86993219,136.2663044,129.4258882,89.99940126,181.8152249,175.9627114,181.7836304,164.235059,127.4886735,163.2861662,0,119.5626773,152.4266214,137.5726963,164.070272,145.2613903,156.3676759,163.281,87.9014617,110.685265,89.16393235,65.44040896,83.69735965,68.76606896,88.93886428,121.2850477,104.031893,0,105.6437308,65.05634646,124.8217041,0,66.14576398,0,109.476198,162.5717775,183.0293253,99.51401123,228.9466262,180.1543003,74.43048195,98.00068042,60.52903335
Lcor,0,0,0,0,0,0,58.27830147,69.41901456,41.1049995,0,33.70951931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.10317264,0,0,0,0,0,0,0,0,0,40.51647728,30.31174288,49.32808199,58.55347206,0,0,17.82911795
Lcorl,0,0,0,0,0,0,0,0,0,0,19.54671917,2.590988239,0,0,0,6.380293303,3.888528775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131.5237165,0
Lef1,0,0,0,0,70.45685111,0,169.1088038,0,104.8199721,0,0,0,0,0,0,0,0,0,0,0,0,134.8666383,106.7850995,0,333.0327807,138.8216898,147.6279673,0,165.4100432,0,95.54679772,137.8247411,180.7221176,0,0,0,84.58740962,0,113.1545309,799.2136808,143.2738556,467.395729,0,0,0,287.5164054,355.9670893,233.7435025,0,0,0,0,0,0,0,0,0,0,0,0,707.8490668,846.6237918,676.8042556,0,0,0
Lrrfip1,1748.055231,1846.663305,2479.110474,2138.508614,2067.710408,2074.994601,2910.887397,2658.118667,2470.295813,5037.640591,5525.792248,4274.37203,313.4856894,329.8486923,381.6087673,246.9054374,114.5474764,186.1475099,414.3592539,422.3254786,331.1325183,283.272506,263.3854881,255.5347417,355.7836543,476.6021156,509.6448904,315.0013299,306.2734106,391.0955965,495.9108981,436.3676449,600.3218413,701.4997783,687.3043617,640.6394935,663.9183533,711.8250667,644.5874783,1159.819022,1175.665408,1168.557836,502.0395661,420.2995239,319.9027616,2215.41748,1874.350492,1959.366308,3852.657072,3173.243159,3030.324696,2297.696215,2395.702795,2129.878203,3169.723181,2824.811205,2632.141412,2051.35527,2722.233877,2777.937268,9874.879061,14299.44147,12040.15112,1627.235207,1859.928966,1775.982657
Lrrfip2,2964.164185,3556.536736,2578.43789,1910.677268,1905.030571,1819.271494,2714.055495,2643.908575,2104.110886,2782.5834,2500.710264,2619.982094,713.6627343,954.0291331,1084.982351,477.7901698,396.4917002,374.4933479,714.2571097,604.032868,636.6333867,411.8728929,425.8284021,465.0489844,1534.73324,1607.71655,1662.919947,2195.663043,2335.502367,2188.580437,1243.697976,1443.844739,1522.713735,1484.884823,1298.228865,1283.274707,1981.780047,1793.712238,1728.630594,144.6546994,174.6232231,154.0528374,196.3869906,142.3949488,112.9684101,601.6522814,455.3535087,488.1221767,1523.675521,1350.697686,1519.797384,1957.940892,1784.535553,1806.113286,968.8303477,2591.247919,2355.479199,798.4259273,973.8894886,839.9199212,1595.792073,2455.285271,1966.714834,672.5595935,868.6285128,798.5291608
Ltf,2576.772565,2980.839612,550.8490449,522.2423265,469.8700588,343.1906165,4601.030409,4139.144996,3353.239955,582.4936752,576.1120998,523.9358194,678.4258893,1178.988203,348.598313,166.8973425,294.0170653,323.875418,433.1120429,747.0820827,533.5056813,118.7490208,171.6841498,128.0263922,47.79441891,106.3375768,85.3039989,35.83764171,69.98219474,57.00430843,293.1848335,33.25542754,73.14034621,2942.720781,0,138.6071584,83.64304625,176.5152723,30.6847244,209.6610909,115.9879522,112.111792,143.5875055,107.5296449,148.7272007,332.1002504,264.9673464,235.8141205,346.3072955,320.8654459,353.5111308,666.2740246,819.1589427,852.7917753,116070.5946,38134.57546,28716.136,520.9669552,204.1597995,320.9248327,88.10560411,164.1615424,133.7822245,155.8082498,208.4942555,167.8919633
Lyar,92.03576924,121.3728323,181.2132185,98.48166291,70.44332658,107.9387788,196.327256,179.2078739,153.6862207,245.7060573,241.3412517,271.8552619,178.1113832,187.2735985,171.7041418,215.2900013,155.8177315,219.5083795,141.7801292,133.3933837,130.0043674,111.4492501,72.05438878,76.05839372,124.3660378,65.73882969,129.2737778,191.9527355,181.9540733,176.8321103,106.9785833,146.3947058,150.8767327,60.47922513,79.00892351,36.10900464,140.1714021,98.08900475,106.1332206,193.7362191,225.9044096,216.0590018,168.9472878,145.867608,75.91491593,161.6890546,108.8919789,141.916397,309.5330999,220.3802772,207.9390411,178.294751,187.1142964,159.4333221,116.3703548,128.4903969,87.42371962,372.8436181,560.138997,524.0091795,330.6095707,502.9136226,430.6360482,86.79557867,125.9433494,127.5986652
Maf1,0,0,89.05889527,49.30181053,0,62.3809878,120.2611258,96.37682593,74.12159018,145.1781201,90.32729223,87.24219491,79.85077377,104.923652,112.2187558,81.99134736,37.57061325,58.89398173,56.7941802,42.95501893,56.67116036,28.77701311,25.20706246,24.69110113,69.35836721,40.16380459,37.76030741,75.31006165,88.25016709,73.45985669,61.02711065,65.80909106,103.0825663,41.28834009,40.90733868,0,57.94130967,57.22463587,103.0886105,67.23152733,56.36995406,21.55267832,57.05362702,36.27299833,0,40.4817578,28.43830119,35.57271631,140.7757425,74.57733418,133.7024927,0,0,108.0545887,74.69366198,93.39276923,67.74947333,79.37496519,115.378763,106.3545789,115.7722241,263.0770076,202.7254644,51.87188543,90.65165751,62.64987625
Maff,0,37.25537326,43.90336734,319.8582819,393.8929646,322.4735372,124.0317505,81.31059695,86.88926322,138.2902759,121.6520004,71.01243363,70.30450779,78.1533278,115.0051888,0,196.8200601,0,190.3380591,115.7695275,142.7562033,79.74945171,190.6822809,197.1297075,241.8030069,259.1294148,222.563787,388.5504454,341.7202899,345.3823677,351.8414862,236.7386421,220.8354208,221.3299307,179.9605564,235.4771924,38.38476994,124.6514507,148.7268384,0,0,32.34544204,0,0,0,0,0,0,0,0,53.06708979,131.9504682,116.1947946,138.4044327,0,0,0,0,0,0,411.4443777,500.0309076,509.0851558,157.367423,176.0819277,151.894347
Mafg,374.0529866,417.3856979,464.7401674,862.6215568,783.8384818,811.5059392,521.4200757,436.5891252,462.9970084,728.854594,1039.30384,262.1660643,556.1110729,624.96228,780.0718351,778.6348321,585.522593,700.8227114,825.858231,621.2812,706.1281184,581.8470927,593.2010983,692.5852334,684.0388598,558.9055228,658.1780216,758.3936752,796.4067052,735.6018028,441.1112517,483.9812927,512.0328241,373.4116076,723.2679921,663.9664136,272.1470162,413.8250999,345.6105277,320.0772232,310.6201596,295.3801051,379.3473888,274.7395763,175.4064595,226.7983339,244.1294374,229.56567,552.4172596,296.8346675,391.0641785,520.1012791,349.6503569,404.7420281,1241.36434,730.9219147,541.3746026,877.2471034,1003.594864,823.1839125,435.2625359,627.5241946,542.6640851,364.4045755,556.2421764,415.0518295
Mafk,98.50288455,110.1043563,319.5910514,149.9947672,65.87410466,137.8859533,207.2788828,66.83334693,90.31647108,0,0,0,150.3085928,168.3359234,105.4334556,141.2036283,102.0567457,133.9606581,110.1236747,112.7009804,137.0714831,119.3616097,87.03386853,83.63319703,262.1077016,143.4985767,144.7453954,127.0879882,112.0295293,121.7430559,47.28804272,73.57623934,134.8506626,214.3589265,188.2616172,122.5589038,84.82587532,75.13008628,97.44914642,79.97781677,64.06924791,59.06749901,103.9664919,72.52578194,26.56275634,36.07236405,47.21303236,51.35777142,77.55245184,69.46675591,75.22695523,63.25025639,62.80358114,52.40495434,67.73414814,17.29172215,48.58690225,59.18237006,42.8338168,39.09219068,155.1228228,119.3784783,0,37.04941971,87.95427169,38.14683387
